KEY,FREQ,REF_AREA,ADJUSTMENT,ICP_ITEM,STS_INSTITUTION,ICP_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DATA_COMP,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-01,1.4,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-02,1.4,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-03,1.6,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-04,2,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-05,2.1,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-06,1.9,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-07,1.5,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-08,1.2,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-09,1.5,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.M.BE.N.000000.4.ANR,M,BE,N,000000,4,ANR,1996-10,2.2,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.RCH_A.BE.00.M,,,,,,,1,,"HICP - Overall index""","Belgium - HICP - Overall index, Annual rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
